system:index,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,Latitude,Longitude,NDVI,NDWI,QA10,QA20,QA60,.geo
0_+861768+203984,1373.5,16.5,1248.0,993.0,1127.5,991.5,999.0,1011.5,1092.5,1203.5,1094.0,1284.0,339.0,18.324239407347854,77.41398149227538,0.045810237526893616,-0.0655965656042099,0.0,0.0,0.0,
0_+861768+203985,1373.5,16.5,1248.0,993.0,1129.0,995.5,1013.5,1011.5,1092.5,1203.5,1113.0,1284.0,339.0,18.324329238876263,77.41398149227538,0.046934716403484344,-0.05705758184194565,0.0,0.0,0.0,
0_+861768+203986,1376.5,17.0,1262.0,1016.0,1148.0,1005.0,1038.0,1025.0,1129.5,1201.5,1140.5,1329.5,341.0,18.324419070404677,77.41398149227538,0.04733993858098984,-0.05065156891942024,0.0,0.0,0.0,
0_+861768+203987,1376.5,17.0,1271.0,1008.5,1149.5,1016.0,1045.5,1060.5,1128.0,1239.5,1172.5,1335.0,341.0,18.32450890193309,77.41398149227538,0.057151637971401215,-0.040411289781332016,0.0,0.0,0.0,
0_+861768+203988,1376.5,17.0,1352.0,1002.5,1143.0,994.0,1027.0,1058.5,1227.0,1357.0,1148.0,1473.0,341.0,18.3245987334615,77.41398149227538,0.055729907006025314,-0.08112102001905441,0.0,0.0,0.0,
0_+861768+203989,1376.5,17.0,1352.0,1002.5,1127.5,992.5,1019.5,1058.5,1227.0,1357.0,1282.5,1473.0,341.0,18.324688564989913,77.41398149227538,0.11267067492008209,-0.027751000598073006,0.0,0.0,0.0,
0_+861769+203983,1373.5,16.5,1249.5,967.5,1127.5,976.5,986.5,997.5,1069.5,1145.0,1090.5,1242.5,339.0,18.32414957581944,77.4140713238038,0.050530996173620224,-0.06772097200155258,0.0,0.0,0.0,
0_+861769+203984,1373.5,16.5,1248.0,993.0,1127.5,991.5,999.0,1011.5,1092.5,1203.5,1094.0,1284.0,339.0,18.324239407347854,77.4140713238038,0.045810237526893616,-0.0655965656042099,0.0,0.0,0.0,
0_+861769+203985,1373.5,16.5,1248.0,993.0,1129.0,995.5,1013.5,1011.5,1092.5,1203.5,1113.0,1284.0,339.0,18.324329238876263,77.4140713238038,0.046934716403484344,-0.05705758184194565,0.0,0.0,0.0,
0_+861769+203986,1376.5,17.0,1262.0,1016.0,1148.0,1005.0,1038.0,1025.0,1129.5,1201.5,1140.5,1329.5,341.0,18.324419070404677,77.4140713238038,0.04733993858098984,-0.05065156891942024,0.0,0.0,0.0,
0_+861769+203987,1376.5,17.0,1262.0,1016.0,1151.0,1023.5,1049.5,1025.0,1129.5,1201.5,1177.0,1329.5,341.0,18.32450890193309,77.4140713238038,0.05761197954416275,-0.03478214144706726,0.0,0.0,0.0,
0_+861769+203988,1376.5,17.0,1308.0,1014.0,1147.0,1007.5,1031.0,1026.5,1144.0,1286.5,1173.0,1369.5,341.0,18.3245987334615,77.4140713238038,0.06447294354438782,-0.05416761338710785,0.0,0.0,0.0,
0_+861769+203989,1376.5,17.0,1308.0,1014.0,1138.5,1013.0,1024.5,1026.5,1144.0,1286.5,1273.5,1369.5,341.0,18.324688564989913,77.4140713238038,0.10786901414394379,-0.013961865566670895,0.0,0.0,0.0,
0_+861770+203987,1376.5,17.0,1262.0,1016.0,1125.0,998.5,1013.0,1025.0,1129.5,1201.5,1145.0,1329.5,341.0,18.32450890193309,77.41416115533221,0.06140347197651863,-0.04853304475545883,0.0,0.0,0.0,
0_+861770+203988,1376.5,17.0,1308.0,1014.0,1128.5,985.0,1009.5,1026.5,1144.0,1286.5,1132.5,1369.5,341.0,18.3245987334615,77.41416115533221,0.05776277184486389,-0.0716610699892044,0.0,0.0,0.0,
0_+861770+203989,1376.5,17.0,1308.0,1014.0,1131.5,999.0,1026.0,1026.5,1144.0,1286.5,1157.0,1369.5,341.0,18.324688564989913,77.41416115533221,0.060567472130060196,-0.06101635843515396,0.0,0.0,0.0,
1_+861692+203937,1484.0,18.0,2046.5,1551.5,1312.5,1275.0,1484.0,1494.0,1685.5,1843.0,1855.5,2039.5,448.5,18.32001732551249,77.40715429611608,0.11127927154302597,-0.048935890197753906,0.0,0.0,0.0,
1_+861692+203938,1456.0,20.0,2019.5,1566.0,1332.5,1310.5,1522.5,1521.5,1656.5,1859.5,1825.5,1989.5,424.5,18.320107157040905,77.40715429611608,0.09009519964456558,-0.05080921947956085,0.0,0.0,0.0,
1_+861693+203937,1484.0,18.0,2046.5,1551.5,1318.5,1261.0,1413.0,1494.0,1685.5,1843.0,1714.0,2039.5,448.5,18.32001732551249,77.40724412764449,0.0957922413945198,-0.08869434893131256,0.0,0.0,0.0,
1_+861693+203938,1456.0,20.0,2019.5,1566.0,1319.5,1283.0,1438.0,1521.5,1656.5,1859.5,1674.0,1989.5,424.5,18.320107157040905,77.40724412764449,0.0756220892071724,-0.09372866153717041,0.0,0.0,0.0,
1_+861693+203939,1456.0,20.0,2019.5,1566.0,1334.5,1286.0,1474.0,1521.5,1656.5,1859.5,1665.0,1989.5,424.5,18.320196988569315,77.40724412764449,0.06086480990052223,-0.09632532298564911,0.0,0.0,0.0,
1_+861693+203940,1456.0,20.0,1952.5,1543.5,1311.5,1256.5,1458.0,1486.0,1617.0,1783.5,1680.0,1908.5,424.5,18.320286820097728,77.40724412764449,0.0706549659371376,-0.0752582997083664,0.0,0.0,0.0,
1_+861694+203936,1481.5,19.0,2050.0,1541.0,1295.5,1231.0,1405.5,1456.5,1697.5,1858.0,1781.0,2035.0,450.5,18.31992749398408,77.4073339591729,0.11807391792535782,-0.07033057510852814,0.0,0.0,0.0,
1_+861694+203937,1481.5,19.0,2050.0,1541.0,1244.0,1183.0,1302.0,1456.5,1697.5,1858.0,1798.0,2035.0,450.5,18.32001732551249,77.4073339591729,0.15944600105285645,-0.06593777239322662,0.0,0.0,0.0,
1_+861694+203938,1451.5,19.0,1998.5,1505.5,1242.5,1172.0,1296.5,1419.0,1683.5,1872.5,1786.0,2015.5,425.0,18.320107157040905,77.4073339591729,0.15818975865840912,-0.05680741369724274,0.0,0.0,0.0,
1_+861694+203939,1451.5,19.0,1998.5,1505.5,1280.5,1232.5,1378.0,1419.0,1683.5,1872.5,1740.5,2015.5,425.0,18.320196988569315,77.4073339591729,0.11564988642930984,-0.06960897892713547,0.0,0.0,0.0,
1_+861694+203940,1451.5,19.0,1910.0,1464.0,1306.5,1250.5,1427.5,1369.0,1575.0,1723.5,1637.5,1863.0,425.0,18.320286820097728,77.4073339591729,0.06804303824901581,-0.07725371420383453,0.0,0.0,0.0,
1_+861694+203941,1451.5,19.0,1910.0,1464.0,1266.5,1204.0,1360.5,1369.0,1575.0,1723.5,1558.5,1863.0,425.0,18.320376651626137,77.4073339591729,0.06756570190191269,-0.10163503140211105,0.0,0.0,0.0,
1_+861694+203942,1451.5,19.0,1833.5,1428.5,1258.0,1190.0,1353.0,1356.0,1493.0,1637.5,1536.5,1756.0,425.0,18.32046648315455,77.4073339591729,0.06353454291820526,-0.08812341094017029,0.0,0.0,0.0,
1_+861695+203936,1481.5,19.0,2050.0,1541.0,1298.0,1239.0,1429.0,1456.5,1697.5,1858.0,1781.0,2035.0,450.5,18.31992749398408,77.40742379070132,0.10966695845127106,-0.07023359835147858,0.0,0.0,0.0,
1_+861695+203937,1481.5,19.0,2050.0,1541.0,1271.0,1220.5,1399.5,1456.5,1697.5,1858.0,1838.0,2035.0,450.5,18.32001732551249,77.40742379070132,0.13599318265914917,-0.05456690862774849,0.0,0.0,0.0,
1_+861695+203938,1451.5,19.0,1998.5,1505.5,1256.0,1197.0,1345.0,1419.0,1683.5,1872.5,1881.0,2015.5,425.0,18.320107157040905,77.40742379070132,0.16649793088436127,-0.030401192605495453,0.0,0.0,0.0,
1_+861695+203939,1451.5,19.0,1998.5,1505.5,1257.0,1186.0,1300.5,1419.0,1683.5,1872.5,1822.5,2015.5,425.0,18.320196988569315,77.40742379070132,0.16635634005069733,-0.04673197865486145,0.0,0.0,0.0,
1_+861695+203940,1451.5,19.0,1910.0,1464.0,1248.0,1180.5,1289.0,1369.0,1575.0,1723.5,1706.5,1863.0,425.0,18.320286820097728,77.40742379070132,0.1386134922504425,-0.05691776052117348,0.0,0.0,0.0,
1_+861695+203941,1451.5,19.0,1910.0,1464.0,1265.5,1179.0,1333.0,1369.0,1575.0,1723.5,1601.5,1863.0,425.0,18.320376651626137,77.40742379070132,0.09063326567411423,-0.08859908580780029,0.0,0.0,0.0,
1_+861695+203942,1451.5,19.0,1833.5,1428.5,1252.0,1184.5,1331.0,1356.0,1493.0,1637.5,1541.0,1756.0,425.0,18.32046648315455,77.40742379070132,0.07299157977104187,-0.08677767217159271,0.0,0.0,0.0,
1_+861695+203943,1451.5,19.0,1833.5,1428.5,1251.5,1167.5,1322.0,1356.0,1493.0,1637.5,1556.0,1756.0,425.0,18.320556314682964,77.40742379070132,0.08139052987098694,-0.08192341029644012,0.0,0.0,0.0,
1_+861696+203936,1481.5,19.0,2090.5,1633.0,1306.5,1273.5,1456.5,1550.5,1740.0,1927.5,1799.0,2075.0,450.5,18.31992749398408,77.40751362222973,0.10470017045736313,-0.07527251541614532,0.0,0.0,0.0,
1_+861696+203937,1481.5,19.0,2090.5,1633.0,1343.5,1289.5,1516.5,1550.5,1740.0,1927.5,1798.5,2075.0,450.5,18.32001732551249,77.40751362222973,0.08486128598451614,-0.07520794868469238,0.0,0.0,0.0,
1_+861696+203938,1451.5,19.0,2089.5,1613.5,1326.0,1273.5,1483.0,1524.0,1724.0,1923.5,1820.0,2087.0,425.0,18.320107157040905,77.40751362222973,0.10217700898647308,-0.06897123903036118,0.0,0.0,0.0,
1_+861696+203939,1451.5,19.0,2089.5,1613.5,1280.0,1223.5,1386.5,1524.0,1724.0,1923.5,1852.0,2087.0,425.0,18.320196988569315,77.40751362222973,0.14415960013866425,-0.06035565584897995,0.0,0.0,0.0,
1_+861696+203940,1451.5,19.0,1992.5,1518.0,1215.5,1164.0,1304.0,1437.5,1594.0,1770.5,1792.0,1928.0,425.0,18.320286820097728,77.40751362222973,0.15624812245368958,-0.054207731038331985,0.0,0.0,0.0,
1_+861696+203941,1451.5,19.0,1992.5,1518.0,1224.5,1119.5,1284.0,1437.5,1594.0,1770.5,1625.0,1928.0,425.0,18.320376651626137,77.40751362222973,0.11572476476430893,-0.10281330347061157,0.0,0.0,0.0,
1_+861696+203942,1451.5,19.0,1838.0,1426.0,1212.0,1122.0,1226.0,1328.5,1462.0,1628.5,1482.0,1776.5,425.0,18.32046648315455,77.40751362222973,0.09453471004962921,-0.10725036263465881,0.0,0.0,0.0,
1_+861696+203943,1451.5,19.0,1838.0,1426.0,1216.5,1106.5,1235.5,1328.5,1462.0,1628.5,1498.0,1776.5,425.0,18.320556314682964,77.40751362222973,0.09601379185914993,-0.10194326937198639,0.0,0.0,0.0,
1_+861696+203944,1403.0,19.0,1598.0,1214.5,1210.0,1106.0,1189.0,1201.5,1397.5,1544.5,1551.0,1662.0,354.5,18.320646146211374,77.40751362222973,0.1317763775587082,-0.014851942658424377,0.0,0.0,0.0,
1_+861696+203945,1403.0,19.0,1598.0,1214.5,1182.5,1064.5,1131.0,1201.5,1397.5,1544.5,1454.0,1662.0,354.5,18.320735977739787,77.40751362222973,0.12417370080947876,-0.04754098132252693,0.0,0.0,0.0,
1_+861697+203935,1481.5,19.0,2066.0,1576.0,1332.5,1302.5,1485.0,1456.5,1712.0,1903.0,1867.5,2057.5,450.5,18.31983766245567,77.40760345375814,0.11404088884592056,-0.0505564883351326,0.0,0.0,0.0,
1_+861697+203936,1481.5,19.0,2090.5,1633.0,1344.0,1305.0,1524.5,1550.5,1740.0,1927.5,1832.0,2075.0,450.5,18.31992749398408,77.40760345375814,0.0913606733083725,-0.06614376604557037,0.0,0.0,0.0,
1_+861697+203937,1481.5,19.0,2090.5,1633.0,1345.0,1307.5,1516.0,1550.5,1740.0,1927.5,1800.0,2075.0,450.5,18.32001732551249,77.40760345375814,0.08567638695240021,-0.07471752166748047,0.0,0.0,0.0,
1_+861697+203938,1451.5,19.0,2089.5,1613.5,1343.5,1306.0,1519.0,1524.0,1724.0,1923.5,1804.5,2087.0,425.0,18.320107157040905,77.40760345375814,0.08581824600696564,-0.07331274449825287,0.0,0.0,0.0,
1_+861697+203939,1451.5,19.0,2089.5,1613.5,1350.5,1309.5,1495.5,1524.0,1724.0,1923.5,1816.5,2087.0,425.0,18.320196988569315,77.40760345375814,0.09707774966955185,-0.06993099302053452,0.0,0.0,0.0,
1_+861697+203940,1451.5,19.0,1992.5,1518.0,1333.0,1275.5,1473.0,1437.5,1594.0,1770.5,1776.0,1928.0,425.0,18.320286820097728,77.40760345375814,0.0932435393333435,-0.05780501663684845,0.0,0.0,0.0,
1_+861697+203941,1451.5,19.0,1992.5,1518.0,1278.5,1204.0,1381.0,1437.5,1594.0,1770.5,1645.0,1928.0,425.0,18.320376651626137,77.40760345375814,0.08666566014289856,-0.09673556685447693,0.0,0.0,0.0,
1_+861697+203942,1451.5,19.0,1838.0,1426.0,1227.0,1143.0,1281.0,1328.5,1462.0,1628.5,1512.5,1776.5,425.0,18.32046648315455,77.40760345375814,0.08262093365192413,-0.0976347029209137,0.0,0.0,0.0,
1_+861697+203943,1451.5,19.0,1838.0,1426.0,1228.0,1129.0,1262.5,1328.5,1462.0,1628.5,1541.0,1776.5,425.0,18.320556314682964,77.40760345375814,0.09931806474924088,-0.08792257308959961,0.0,0.0,0.0,
1_+861697+203944,1403.0,19.0,1598.0,1214.5,1205.5,1117.5,1194.5,1201.5,1397.5,1544.5,1548.0,1662.0,354.5,18.320646146211374,77.40760345375814,0.12891264259815216,-0.01574690453708172,0.0,0.0,0.0,
1_+861698+203935,1481.5,19.0,2011.5,1594.5,1350.0,1316.0,1539.5,1525.0,1693.5,1879.5,1786.0,2022.0,450.5,18.31983766245567,77.40769328528656,0.07385262846946716,-0.059654489159584045,0.0,0.0,0.0,
1_+861698+203936,1481.5,19.0,2012.5,1616.0,1334.0,1290.0,1525.0,1521.5,1652.0,1832.0,1786.0,1988.0,450.5,18.31992749398408,77.40769328528656,0.07884134352207184,-0.05972565338015556,0.0,0.0,0.0,
1_+861698+203937,1481.5,19.0,2012.5,1616.0,1327.5,1277.0,1489.0,1521.5,1652.0,1832.0,1766.5,1988.0,450.5,18.32001732551249,77.40769328528656,0.08519141376018524,-0.06516119837760925,0.0,0.0,0.0,
1_+861698+203938,1451.5,19.0,2000.5,1608.0,1316.0,1264.5,1465.5,1469.0,1618.5,1769.0,1746.5,1934.0,425.0,18.320107157040905,77.40769328528656,0.08736228197813034,-0.06782369315624237,0.0,0.0,0.0,
1_+861698+203939,1451.5,19.0,2000.5,1608.0,1325.5,1282.5,1456.0,1469.0,1618.5,1769.0,1734.0,1934.0,425.0,18.320196988569315,77.40769328528656,0.0871114507317543,-0.07131537050008774,0.0,0.0,0.0,
1_+861698+203940,1451.5,19.0,1971.5,1557.0,1337.0,1297.5,1466.5,1448.5,1579.5,1770.0,1744.0,1893.5,425.0,18.320286820097728,77.40769328528656,0.08636590093374252,-0.06128014624118805,0.0,0.0,0.0,
1_+861698+203941,1451.5,19.0,1971.5,1557.0,1312.5,1234.0,1404.5,1448.5,1579.5,1770.0,1665.5,1893.5,425.0,18.320376651626137,77.40769328528656,0.08478408306837082,-0.08460971713066101,0.0,0.0,0.0,
1_+861698+203942,1451.5,19.0,1777.5,1409.0,1270.0,1184.0,1334.5,1320.5,1475.5,1618.0,1546.0,1765.0,425.0,18.32046648315455,77.40769328528656,0.07334599643945694,-0.06962193548679352,0.0,0.0,0.0,
1_+861698+203943,1451.5,19.0,1777.5,1409.0,1274.5,1188.5,1326.5,1320.5,1475.5,1618.0,1553.0,1765.0,425.0,18.320556314682964,77.40769328528656,0.07864580303430557,-0.06737208366394043,0.0,0.0,0.0,
1_+861698+203944,1460.0,27.0,1340.0,1018.0,1222.0,1108.0,1158.0,1101.0,1223.0,1336.0,1312.0,1421.0,278.0,18.320646146211374,77.40769328528656,0.06234817951917648,-0.010558069683611393,0.0,0.0,0.0,
1_+861699+203935,1481.5,19.0,2011.5,1594.5,1338.0,1290.0,1505.5,1525.0,1693.5,1879.5,1750.0,2022.0,450.5,18.31983766245567,77.40778311681495,0.07493211328983307,-0.06967643648386002,0.0,0.0,0.0,
1_+861699+203936,1481.5,19.0,2012.5,1616.0,1320.5,1277.0,1468.0,1521.5,1652.0,1832.0,1729.0,1988.0,450.5,18.31992749398408,77.40778311681495,0.08149556815624237,-0.07592226564884186,0.0,0.0,0.0,
1_+861699+203937,1481.5,19.0,2012.5,1616.0,1297.5,1243.5,1425.5,1521.5,1652.0,1832.0,1672.0,1988.0,450.5,18.32001732551249,77.40778311681495,0.07937343418598175,-0.09268814325332642,0.0,0.0,0.0,
1_+861699+203938,1451.5,19.0,2000.5,1608.0,1282.0,1206.5,1388.0,1469.0,1618.5,1769.0,1626.5,1934.0,425.0,18.320107157040905,77.40778311681495,0.07906943559646606,-0.1030970960855484,0.0,0.0,0.0,
1_+861699+203939,1451.5,19.0,2000.5,1608.0,1274.5,1213.0,1378.0,1469.0,1618.5,1769.0,1627.0,1934.0,425.0,18.320196988569315,77.40778311681495,0.08291669934988022,-0.10289077460765839,0.0,0.0,0.0,
1_+861699+203940,1451.5,19.0,1971.5,1557.0,1289.5,1239.5,1402.0,1448.5,1579.5,1770.0,1672.0,1893.5,425.0,18.320286820097728,77.40778311681495,0.0877983495593071,-0.08222050964832306,0.0,0.0,0.0,
1_+861699+203941,1451.5,19.0,1971.5,1557.0,1269.0,1185.5,1352.0,1448.5,1579.5,1770.0,1620.0,1893.5,425.0,18.320376651626137,77.40778311681495,0.090009406208992,-0.09828011691570282,0.0,0.0,0.0,
1_+861699+203942,1451.5,19.0,1777.5,1409.0,1228.0,1155.5,1275.0,1320.5,1475.5,1618.0,1563.5,1765.0,425.0,18.32046648315455,77.40778311681495,0.10104396194219589,-0.06439603865146637,0.0,0.0,0.0,
1_+861699+203943,1451.5,19.0,1777.5,1409.0,1233.0,1164.5,1291.5,1320.5,1475.5,1618.0,1485.5,1765.0,425.0,18.320556314682964,77.40778311681495,0.06934606283903122,-0.0897640585899353,0.0,0.0,0.0,
1_+861700+203934,1455.0,19.0,1978.5,1556.5,1342.0,1297.5,1489.0,1468.0,1642.0,1816.0,1731.5,1943.0,423.5,18.319747830927255,77.40787294834337,0.0749816820025444,-0.06691952049732208,0.0,0.0,0.0,
1_+861700+203935,1455.0,19.0,1978.5,1556.5,1319.0,1264.5,1474.0,1468.0,1642.0,1816.0,1692.0,1943.0,423.5,18.31983766245567,77.40787294834337,0.06858878582715988,-0.07836127281188965,0.0,0.0,0.0,
1_+861700+203936,1455.0,19.0,1930.5,1527.5,1307.0,1251.5,1433.0,1440.5,1581.0,1759.5,1679.0,1884.5,423.5,18.31992749398408,77.40787294834337,0.07886181026697159,-0.06987449526786804,0.0,0.0,0.0,
1_+861700+203937,1455.0,19.0,1930.5,1527.5,1288.0,1208.0,1373.0,1440.5,1581.0,1759.5,1645.5,1884.5,423.5,18.32001732551249,77.40787294834337,0.090099036693573,-0.0799582302570343,0.0,0.0,0.0,
1_+861700+203938,1427.0,17.5,1897.5,1517.0,1273.0,1184.5,1335.5,1416.0,1526.5,1703.0,1589.5,1817.5,394.5,18.320107157040905,77.40787294834337,0.0866706520318985,-0.08841852843761444,0.0,0.0,0.0,
1_+861700+203939,1427.0,17.5,1897.5,1517.0,1261.5,1185.0,1349.0,1416.0,1526.5,1703.0,1586.0,1817.5,394.5,18.320196988569315,77.40787294834337,0.08075704425573349,-0.08937450498342514,0.0,0.0,0.0,
1_+861700+203940,1427.0,17.5,1900.5,1501.0,1271.5,1208.5,1376.5,1383.5,1519.5,1687.5,1629.0,1848.0,394.5,18.320286820097728,77.40787294834337,0.08394883573055267,-0.07695704698562622,0.0,0.0,0.0,
1_+861700+203941,1451.5,19.0,1971.5,1557.0,1269.0,1185.5,1352.0,1448.5,1579.5,1770.0,1620.0,1893.5,425.0,18.320376651626137,77.40787294834337,0.090009406208992,-0.09828011691570282,0.0,0.0,0.0,
1_+861700+203942,1451.5,19.0,1777.5,1409.0,1228.0,1155.5,1275.0,1320.5,1475.5,1618.0,1563.5,1765.0,425.0,18.32046648315455,77.40787294834337,0.10104396194219589,-0.06439603865146637,0.0,0.0,0.0,
1_+861700+203943,1451.5,19.0,1777.5,1409.0,1233.0,1164.5,1291.5,1320.5,1475.5,1618.0,1485.5,1765.0,425.0,18.320556314682964,77.40787294834337,0.06934606283903122,-0.0897640585899353,0.0,0.0,0.0,
1_+861701+203934,1455.0,19.0,1978.5,1556.5,1334.0,1275.5,1464.0,1468.0,1642.0,1816.0,1736.0,1943.0,423.5,18.319747830927255,77.40796277987178,0.0848347544670105,-0.06541910767555237,0.0,0.0,0.0,
1_+861701+203935,1455.0,19.0,1978.5,1556.5,1321.0,1267.5,1464.5,1468.0,1642.0,1816.0,1711.0,1943.0,423.5,18.31983766245567,77.40796277987178,0.07715430855751038,-0.07299531251192093,0.0,0.0,0.0,
1_+861701+203936,1455.0,19.0,1930.5,1527.5,1310.0,1249.0,1428.5,1440.5,1581.0,1759.5,1663.0,1884.5,423.5,18.31992749398408,77.40796277987178,0.07574344426393509,-0.07462351024150848,0.0,0.0,0.0,
1_+861701+203937,1455.0,19.0,1930.5,1527.5,1287.0,1227.5,1400.5,1440.5,1581.0,1759.5,1667.5,1884.5,423.5,18.32001732551249,77.40796277987178,0.08686939626932144,-0.07333377003669739,0.0,0.0,0.0,
1_+861701+203938,1427.0,17.5,1897.5,1517.0,1273.0,1184.5,1335.5,1416.0,1526.5,1703.0,1589.5,1817.5,394.5,18.320107157040905,77.40796277987178,0.0866706520318985,-0.08841852843761444,0.0,0.0,0.0,
1_+861701+203939,1427.0,17.5,1897.5,1517.0,1261.5,1185.0,1349.0,1416.0,1526.5,1703.0,1586.0,1817.5,394.5,18.320196988569315,77.40796277987178,0.08075704425573349,-0.08937450498342514,0.0,0.0,0.0,
1_+861701+203940,1427.0,17.5,1900.5,1501.0,1271.5,1208.5,1376.5,1383.5,1519.5,1687.5,1629.0,1848.0,394.5,18.320286820097728,77.40796277987178,0.08394883573055267,-0.07695704698562622,0.0,0.0,0.0,
1_+861701+203941,1427.0,17.5,1900.5,1501.0,1269.5,1190.5,1351.5,1383.5,1519.5,1687.5,1585.5,1848.0,394.5,18.320376651626137,77.40796277987178,0.07953060418367386,-0.0906938761472702,0.0,0.0,0.0,
1_+861701+203942,1427.0,17.5,1659.5,1286.5,1242.0,1160.0,1262.0,1248.0,1403.0,1535.0,1548.5,1674.5,394.5,18.32046648315455,77.40796277987178,0.10180561989545822,-0.034442171454429626,0.0,0.0,0.0,
1_+861702+203934,1455.0,19.0,1978.5,1556.5,1334.0,1275.5,1464.0,1468.0,1642.0,1816.0,1736.0,1943.0,423.5,18.319747830927255,77.4080526114002,0.0848347544670105,-0.06541910767555237,0.0,0.0,0.0,
1_+861702+203935,1455.0,19.0,1978.5,1556.5,1321.0,1267.5,1464.5,1468.0,1642.0,1816.0,1711.0,1943.0,423.5,18.31983766245567,77.4080526114002,0.07715430855751038,-0.07299531251192093,0.0,0.0,0.0,
1_+861702+203936,1455.0,19.0,1930.5,1527.5,1310.0,1249.0,1428.5,1440.5,1581.0,1759.5,1663.0,1884.5,423.5,18.31992749398408,77.4080526114002,0.07574344426393509,-0.07462351024150848,0.0,0.0,0.0,
